Date,Credit_Ratio,Credit_Delta_10d,VIX,Breadth_Ratio,Breadth_Delta_20d,Gov_Level,Gov_Name
2007-04-11,0.6286565540132695,,13.489999771118164,0.3565179991115775,,3,NORMAL OPS
2007-04-12,0.6284687876937959,,12.710000038146973,0.35739145975781594,,3,NORMAL OPS
2007-04-13,0.6283928577758924,,12.199999809265137,0.3567729112408643,,3,NORMAL OPS
2007-04-16,0.6274644375294172,,11.979999542236328,0.3570419033981021,,3,NORMAL OPS
2007-04-17,0.6245121971824571,,12.140000343322754,0.35652034936269084,,3,NORMAL OPS
2007-04-18,0.6232610818606039,,12.420000076293945,0.3570049900050912,,3,NORMAL OPS
2007-04-19,0.6254911152298773,,12.539999961853027,0.3567479262734044,,3,NORMAL OPS
2007-04-20,0.6258105472612574,,12.069999694824219,0.35565686704873745,,3,NORMAL OPS
2007-04-23,0.6248882670395419,,13.039999961853027,0.35756531141603287,,3,NORMAL OPS
2007-04-24,0.6279830590422855,,13.119999885559082,0.35742060570326917,,3,NORMAL OPS
2007-04-25,0.6293145954624061,0.0010467423666160602,13.210000038146973,0.3577263445996742,,3,NORMAL OPS
2007-04-26,0.632274227670971,0.006055097805476306,12.789999961853027,0.35766831428629003,,3,NORMAL OPS
2007-04-27,0.632274227670971,0.006176661378386905,12.449999809265137,0.357188194006129,,3,NORMAL OPS
2007-04-30,0.629600363860603,0.003404059582397867,14.220000267028809,0.35644842266981064,,3,NORMAL OPS
2007-05-01,0.629647818427835,0.008223412238460348,13.510000228881836,0.35630865428781267,,3,NORMAL OPS
2007-05-02,0.630168316078104,0.011082408991236914,13.079999923706055,0.35702487349166473,,3,NORMAL OPS
2007-05-03,0.630913350625982,0.008668764853857036,13.09000015258789,0.35648855719132655,,3,NORMAL OPS
2007-05-04,0.6300943075403833,0.006845139152532598,12.90999984741211,0.35541862274032626,,3,NORMAL OPS
2007-05-07,0.629502275857672,0.007383734119364105,13.149999618530273,0.35596985744495,,3,NORMAL OPS
2007-05-08,0.6299805130735436,0.0031807450893730493,13.210000038146973,0.3562344339278694,,3,NORMAL OPS
2007-05-09,0.6303578641164506,0.0016577855679287268,12.880000114440918,0.35678589133344196,0.0007514128950909527,3,NORMAL OPS
2007-05-10,0.631033746472766,-0.0019619354133322275,13.600000381469727,0.35623235034687456,-0.0032432487662878984,3,NORMAL OPS
2007-05-11,0.6326884893058846,0.0006551929792228961,12.949999809265137,0.3556979950328083,-0.0030128862763638686,3,NORMAL OPS
2007-05-14,0.6335465183784653,0.006267713210432513,13.960000038146973,0.3555773221480987,-0.004101987010668662,3,NORMAL OPS
2007-05-15,0.6331435229676208,0.005551840945807074,14.010000228881836,0.35499818746298656,-0.004269495142213531,3,NORMAL OPS
2007-05-16,0.635207001256508,0.007995776762885543,13.5,0.35471869788488425,-0.006404090094579318,3,NORMAL OPS
2007-05-17,0.636721541434951,0.009206003967432652,13.510000228881836,0.3556977769560898,-0.0029436732212699823,3,NORMAL OPS
2007-05-18,0.6387624610653907,0.013756914514660767,12.760000228881836,0.35439762664148894,-0.0035406047905043314,3,NORMAL OPS
2007-05-21,0.6385101946342047,0.014309588895861758,13.300000190734863,0.35540385393308344,-0.006044930573353535,3,NORMAL OPS
2007-05-22,0.6403611125404763,0.016477651691618078,13.0600004196167,0.355410026785028,-0.005625246239749138,3,NORMAL OPS
2007-05-23,0.6411279522236938,0.0170856726319093,13.239999771118164,0.35502122448047724,-0.007561981833415721,3,NORMAL OPS
2007-05-24,0.6404490331532934,0.014920417066686564,14.079999923706055,0.35426097364367887,-0.009526537595063056,3,NORMAL OPS
2007-05-25,0.6420608245395459,0.014813506792171305,13.34000015258789,0.354576795130071,-0.007310988772527005,3,NORMAL OPS
2007-05-29,0.6408481197502461,0.011524964876247656,13.529999732971191,0.35432323700754886,-0.005962112684758325,3,NORMAL OPS
2007-05-30,0.6416763669905142,0.013476950664991438,12.829999923706055,0.3543140861506665,-0.005597866100482185,3,NORMAL OPS
2007-05-31,0.6408805702655562,0.00893184268722691,13.050000190734863,0.3559081427041763,-0.003127879513174836,3,NORMAL OPS
2007-06-01,0.6435681948265288,0.010752979043473054,12.779999732971191,0.3555738931249945,-0.0025657599602592063,3,NORMAL OPS
2007-06-04,0.643088826589079,0.006773042856138334,13.289999961853027,0.35640732153094973,0.0027817866801702618,3,NORMAL OPS
2007-06-05,0.6442330236049988,0.008962784022693127,13.630000114440918,0.35598936969532236,5.4814333192210185e-05,3,NORMAL OPS
2007-06-06,0.6431187734288185,0.004306415293398702,14.869999885559082,0.3564242264015346,0.0005327740824279115,3,NORMAL OPS
2007-06-07,0.6465780504548737,0.008500796467034055,17.059999465942383,0.3554209849780467,-0.003825561460107374,3,NORMAL OPS
2007-06-08,0.6436411761353966,0.004984226405005954,14.84000015258789,0.3556196505110263,-0.0017199443993552999,3,NORMAL OPS
2007-06-11,0.6439636425031311,0.002963610129849803,14.710000038146973,0.35507730804718635,-0.0017449830875900796,3,NORMAL OPS
2007-06-12,0.6452685637408416,0.006897802855875268,16.670000076293945,0.3550205837494875,-0.0015657308943322068,3,NORMAL OPS
2007-06-13,0.6442871739814132,0.004068728607138583,14.729999542236328,0.3555518552438043,0.001559635514689628,3,NORMAL OPS
2007-06-14,0.6446229458237394,0.005839427393831587,13.640000343322754,0.35452351505757174,-0.0005502467969022984,3,NORMAL OPS
2007-06-15,0.6416864403777387,-0.0029239394735741664,13.9399995803833,0.353817247971555,-0.005286873032009254,3,NORMAL OPS
2007-06-18,0.6423782924833392,-0.0011048770813021358,13.420000076293945,0.3548467683107914,0.001267338253810646,3,NORMAL OPS
2007-06-19,0.6400702643127103,-0.0064615739022420016,12.850000381469727,0.35444262763230133,-0.0027046029190305187,3,NORMAL OPS
2007-06-20,0.6364532004900106,-0.010364450882486387,14.670000076293945,0.35502749406925044,-0.0010763137980035475,3,NORMAL OPS
2007-06-21,0.6384227099294784,-0.012613079766097823,14.210000038146973,0.3549156280070957,-0.00029743707164564537,3,NORMAL OPS
2007-06-22,0.6377532377258323,-0.009147858508551598,15.75,0.35558867459093024,0.003747804714687053,3,NORMAL OPS
2007-06-25,0.6320062690370528,-0.0185683983952869,16.649999618530273,0.3538220045112684,-0.0021287084467153106,5,CAUTION
2007-06-26,0.6336959245725317,-0.017934608655378215,18.889999389648438,0.35693458367706465,0.0073699560084459215,5,CAUTION
2007-06-27,0.6315589929729487,-0.01975544682941599,15.529999732971191,0.3546277775778174,0.0008853484504633968,5,CAUTION
2007-06-28,0.6286261989720244,-0.024815664653812908,15.539999961853027,0.35529841446438676,-0.001713161815171893,5,CAUTION
2007-06-29,0.6235937758107265,-0.0281954914870286,16.229999542236328,0.35448785661523385,-0.003054320158929258,5,CAUTION
2007-07-02,0.6275240717608502,-0.023123789979055398,15.399999618530273,0.3551541613966446,-0.003516089761911201,5,CAUTION
2007-07-03,0.6282185174109727,-0.0185163216642531,14.920000076293945,0.3544188212195653,-0.004411784759475346,5,CAUTION
2007-07-05,0.6294467933705457,-0.011008518951700963,15.479999542236328,0.35568121843306877,-0.0020846169071256915,3,NORMAL OPS
2007-07-06,0.6316260670195382,-0.010645991760993234,14.720000267028809,0.3554550650821595,9.588658394754646e-05,3,NORMAL OPS
2007-07-09,0.6312664507276919,-0.010171311746329348,15.15999984741211,0.35497224529637084,-0.001820498990213637,3,NORMAL OPS
2007-07-10,0.6253104603305417,-0.010594528938317471,17.56999969482422,0.3551310949131635,0.00015147931100689682,3,NORMAL OPS
2007-07-11,0.6227895651722475,-0.017210714125455717,16.639999389648438,0.35359028392576203,-0.004028779989654674,5,CAUTION
2007-07-12,0.6264299937321184,-0.00812117204868934,15.539999961853027,0.3539628489014857,-0.004469126848540728,3,NORMAL OPS
2007-07-13,0.6276260813100365,-0.0015909576527726177,15.149999618530273,0.35378559365848367,-0.0020814455677735655,3,NORMAL OPS
2007-07-16,0.6253882793623502,0.0028776803445331733,15.59000015258789,0.3524187854813163,-0.003952499484567662,3,NORMAL OPS
2007-07-17,0.6274462387700684,-0.0001240318806630114,15.630000114440918,0.3530720784689541,-0.005001285062522953,3,NORMAL OPS
2007-07-18,0.6205273061991048,-0.01224289160333103,16.0,0.35310511437364905,-0.0037735677212048513,3,NORMAL OPS
2007-07-19,0.6212801349879975,-0.012974342658602755,15.229999542236328,0.35361956937242506,-0.003965677927329048,3,NORMAL OPS
2007-07-20,0.6166353259730107,-0.023733569320950276,16.950000762939453,0.352418954695566,-0.007034554453262287,5,CAUTION
2007-07-23,0.6155156344931045,-0.024951137853802763,16.809999465942383,0.35174900712721163,-0.010798058931814292,5,CAUTION
2007-07-24,0.610315604500183,-0.023979857657318582,18.549999237060547,0.3516232600890756,-0.006214267044329036,5,CAUTION
2007-07-25,0.6037035126042776,-0.030646069933254583,18.100000381469727,0.35028628018055535,-0.018626111899889053,5,CAUTION
2007-07-26,0.5904700944170067,-0.05740449798846847,20.739999771118164,0.3492825500812427,-0.015072782885434677,5,CAUTION
2007-07-27,0.5794875425875056,-0.07669939181311891,24.170000076293945,0.34961210983296864,-0.0160043062392784,7,EMERGENCY
2007-07-30,0.5865942009924354,-0.062031988206541766,20.8700008392334,0.34945693757158963,-0.014192077245412826,5,CAUTION
2007-07-31,0.5861680703185727,-0.06578757812368119,23.520000457763672,0.3494350056749799,-0.016103304827329246,5,CAUTION
2007-08-01,0.5865807605185278,-0.05470596594452648,23.670000076293945,0.3490920734073094,-0.01502952860665352,5,CAUTION
2007-08-02,0.5894944828921825,-0.05116154582413779,21.219999313354492,0.34858309873922544,-0.019956408508477463,5,CAUTION
2007-08-03,0.5857144078414587,-0.05014457788768567,25.15999984741211,0.3477993721173273,-0.021537723658720864,7,EMERGENCY
2007-08-06,0.5867887609980913,-0.04667123284150321,22.940000534057617,0.3478365983556933,-0.020101985536136513,5,CAUTION
2007-08-07,0.5910438391962153,-0.03157672057189209,21.559999465942383,0.34606753708627414,-0.02552172410896769,7,EMERGENCY
2007-08-08,0.6021868858492337,-0.0025122046225991568,21.450000762939453,0.3458278740588565,-0.021953119810654287,3,NORMAL OPS
2007-08-09,0.5982093855957421,0.013106999409304043,26.479999542236328,0.34750625968487575,-0.018240866906365505,4,WATCHLIST
2007-08-10,0.5978687389537877,0.03171974376568487,28.299999237060547,0.3491391895544062,-0.013133389791339933,4,WATCHLIST
2007-08-13,0.6012938457799168,0.02505930805761758,26.56999969482422,0.34882146226743665,-0.010207524008592705,4,WATCHLIST
2007-08-14,0.5944498739765561,0.014128718497891768,27.68000030517578,0.3462250914750561,-0.019392603979303535,4,WATCHLIST
2007-08-15,0.5966917012843094,0.017237082165537876,30.670000076293945,0.34581804177738545,-0.020637119938604287,4,WATCHLIST
2007-08-16,0.593608412885021,0.006978742146414474,30.829999923706055,0.3439712176121833,-0.027284552654608052,4,WATCHLIST
2007-08-17,0.5991899532221024,0.023007023901469914,29.989999771118164,0.345972329005148,-0.0182925055662424,4,WATCHLIST
2007-08-20,0.592196707491978,0.00921617258770957,26.329999923706055,0.3459957076671951,-0.016356263538608418,4,WATCHLIST
2007-08-21,0.5866000978200683,-0.007518463236483863,25.25,0.3453034450403001,-0.017973256510887547,4,WATCHLIST
2007-08-22,0.5930544994027246,-0.015165369192041145,22.889999389648438,0.34672183787051647,-0.010175797659564556,5,CAUTION
2007-08-23,0.5964332118042782,-0.0029691506590038275,22.6200008392334,0.3461767318803934,-0.008891993602677561,3,NORMAL OPS
2007-08-24,0.5977152047547633,-0.00025680252038784435,20.719999313354492,0.34630576512457584,-0.00945718015881214,3,NORMAL OPS
2007-08-27,0.599951531419487,-0.002232376682134163,22.719999313354492,0.3442422991636558,-0.014922120144962303,3,NORMAL OPS
2007-08-28,0.5948013496324852,0.0005912620581074446,26.299999237060547,0.34545671227546737,-0.01138493091677506,4,WATCHLIST
2007-08-29,0.599460407918309,0.004640095761412999,23.809999465942383,0.34527661867085147,-0.010929651593681977,3,NORMAL OPS
2007-08-30,0.5977133479305698,0.006915223835185058,25.059999465942383,0.3447013009046775,-0.011135932432145612,4,WATCHLIST
2007-08-31,0.6029681752203351,0.006305549647345643,23.3799991607666,0.34528998040818754,-0.007215055317274288,3,NORMAL OPS
2007-09-04,0.6082951762819062,0.027184326738504128,22.780000686645508,0.34638003116151544,-0.004187504135744757,3,NORMAL OPS
2007-09-05,0.6047751221454148,0.030983670805526442,24.579999923706055,0.342779351218,-0.00950157271600538,4,WATCHLIST
2007-09-06,0.6057140597288607,0.021346369244118035,23.989999771118164,0.34473414075445274,-0.0031626522511531974,3,NORMAL OPS
2007-09-07,0.5924578464294779,-0.006665231405834082,26.229999542236328,0.3441769130652772,-0.009580681000157076,4,WATCHLIST
2007-09-10,0.5936628043858292,-0.006779818108519908,27.3799991607666,0.3421949941361813,-0.019889475676126533,4,WATCHLIST
2007-09-11,0.599811068991426,-0.0002341229594474692,25.270000457763672,0.34269950858828546,-0.017550392797956893,4,WATCHLIST
2007-09-12,0.6040145402044794,0.015489525330913967,24.959999084472656,0.34125538795299415,-0.014353966955107267,4,WATCHLIST
2007-09-13,0.6054625577246234,0.010012587532106654,24.760000228881836,0.3411102529165346,-0.013613485394383895,4,WATCHLIST
2007-09-14,0.6103678923851196,0.021171594207094246,24.920000076293945,0.3423219084017853,-0.0047949047069908435,4,WATCHLIST
2007-09-17,0.612792123138528,0.01629264747613446,26.479999542236328,0.3421317027099439,-0.011100963785883988,4,WATCHLIST
2007-09-18,0.6178392791652259,0.01568992037986594,20.350000381469727,0.342526311004248,-0.01002728237971151,3,NORMAL OPS
2007-09-19,0.6319000007812883,0.044851181278173335,20.030000686645508,0.3428929893680313,-0.0069806881654118635,3,NORMAL OPS
2007-09-20,0.6234675659762362,0.0293100448342285,20.450000762939453,0.34217907920622675,-0.01310202637419744,3,NORMAL OPS
2007-09-21,0.6218878208101848,0.049674376933431574,19.0,0.3419972167762533,-0.01207335652352326,3,NORMAL OPS
2007-09-24,0.6252587196600673,0.0532219890497021,19.3700008392334,0.34084611062019454,-0.015765416155914425,3,NORMAL OPS
2007-09-25,0.6266808293082172,0.04479703977782923,18.600000381469727,0.34117800467577064,-0.008901562926258433,3,NORMAL OPS
2007-09-26,0.6241824282816493,0.033389739376708194,17.6299991607666,0.3412294711256058,-0.012236673943943344,3,NORMAL OPS
2007-09-27,0.6202639125834906,0.024446358688953174,17.0,0.3404460151594946,-0.0139905317943404,3,NORMAL OPS
2007-09-28,0.6200421046704591,0.015849805348600254,18.0,0.3406980364434357,-0.011613720199880606,3,NORMAL OPS
2007-10-01,0.6216675240995446,0.01448354282943387,17.84000015258789,0.3414828865110291,-0.011025787347370586,3,NORMAL OPS
2007-10-02,0.6215286866108837,0.005971467936843888,18.489999771118164,0.3426232652237566,-0.010845792481631533,3,NORMAL OPS
2007-10-03,0.618683594416418,-0.020915344751589515,18.799999237060547,0.34284052957599875,0.00017847737263454455,5,CAUTION
2007-10-04,0.620205650173869,-0.0052318933339534635,18.440000534057617,0.34223879254906947,-0.007238471362082666,3,NORMAL OPS
2007-10-05,0.6260835946585819,0.00674683392726827,16.90999984741211,0.3426238288484968,-0.004512459022740556,3,NORMAL OPS
2007-10-08,0.6259355622224835,0.0010824999974157201,17.459999084472656,0.34304956733118824,0.0024973281598235086,3,NORMAL OPS
2007-10-09,0.6283727671763639,0.002699839837153384,16.1200008392334,0.3422413282078796,-0.001336974138927971,3,NORMAL OPS
2007-10-10,0.6272273246875265,0.004878215515069506,16.670000076293945,0.34234498179660494,0.0031928985799951626,3,NORMAL OPS
2007-10-11,0.62805458654721,0.012560256699878147,18.8799991607666,0.3416554572822555,0.0015983230086440425,3,NORMAL OPS
2007-10-12,0.6308356266958774,0.017407724320842588,17.729999542236328,0.3409733489945021,-0.003939448145692026,3,NORMAL OPS
2007-10-15,0.6332449032261016,0.01862310427639957,19.25,0.34065683481697867,-0.004310819141526978,3,NORMAL OPS
2007-10-16,0.6290913732725384,0.01216788029993121,20.020000457763672,0.3407444560935537,-0.0052020964622254695,3,NORMAL OPS
2007-10-17,0.6175550652351489,-0.0018240813098229225,18.540000915527344,0.34024520564201993,-0.0077218951921163015,3,NORMAL OPS
2007-10-18,0.6149098234294301,-0.00853882376426951,18.5,0.3406055640891972,-0.004598513505500557,3,NORMAL OPS
2007-10-19,0.6069798299499204,-0.03051312136533335,22.959999084472656,0.3402353730085006,-0.00515163188858736,5,CAUTION
2007-10-22,0.6025055045696621,-0.037432060210206286,21.639999389648438,0.3412394332605279,0.0011539595966569838,5,CAUTION
2007-10-23,0.6076771508609053,-0.03293525339816328,20.40999984741211,0.34123698613922854,0.00017287592590831125,5,CAUTION
2007-10-24,0.6046091552135568,-0.036060561432392335,20.799999237060547,0.34015139456823973,-0.003159388765014537,5,CAUTION
2007-10-25,0.6059910508005738,-0.03512996516422662,21.170000076293945,0.33941343259407913,-0.0030330287899880126,5,CAUTION
2007-10-26,0.6089069691943085,-0.03476128578283455,19.559999465942383,0.34001596160958175,-0.0020019922655679645,5,CAUTION
2007-10-29,0.6102348026933507,-0.03633681126452759,19.8700008392334,0.3392281873317874,-0.006602671080469746,5,CAUTION
2007-10-30,0.6084103082751754,-0.03287450102801426,21.06999969482422,0.33990143198299466,-0.007944099298056617,5,CAUTION
2007-10-31,0.6163728845723306,-0.0019142919058855457,18.530000686645508,0.3399032460441724,-0.008567492109112673,3,NORMAL OPS
2007-11-01,0.6074129975548751,-0.012191748430272709,23.209999084472656,0.3385487085769013,-0.010782190834310867,3,NORMAL OPS
2007-11-02,0.6042939808066345,-0.004424939694466334,23.010000228881836,0.33864930544683325,-0.011600253884913037,3,NORMAL OPS
