Date,Credit_Ratio,Credit_Delta,VIX,Breadth_Ratio,Breadth_Delta,DXY_Delta,Signal_At_Close,Morning_Signal
2007-04-11,0.6286567311779709,,13.489999771118164,0.35651796158739596,,,NORMAL (Level 3),NORMAL (Level 3)
2007-04-12,0.6284685665077075,,12.710000038146973,0.35739167864432236,,,NORMAL (Level 3),NORMAL (Level 3)
2007-04-13,0.6283918028498507,,12.199999809265137,0.3567726828798085,,,NORMAL (Level 3),NORMAL (Level 3)
2007-04-16,0.6274645098483013,,11.979999542236328,0.35704185078631395,,,NORMAL (Level 3),NORMAL (Level 3)
2007-04-17,0.6245117201130542,,12.140000343322754,0.3565205225244675,,,NORMAL (Level 3),NORMAL (Level 3)
2007-04-18,0.6232614739002946,,12.420000076293945,0.3570050371958685,,-0.011249550329918034,NORMAL (Level 3),NORMAL (Level 3)
2007-04-19,0.6254904277705925,,12.539999961853027,0.35674825642506686,,-0.00886249037989606,NORMAL (Level 3),NORMAL (Level 3)
2007-04-20,0.6258104459450515,,12.069999694824219,0.3556567530900156,,-0.005966125412833145,NORMAL (Level 3),NORMAL (Level 3)
2007-04-23,0.624887580551862,,13.039999961853027,0.35756557753181767,,-0.004020980044861622,NORMAL (Level 3),NORMAL (Level 3)
2007-04-24,0.6279823825175306,,13.119999885559082,0.35742068907844976,,-0.0034217129785106826,NORMAL (Level 3),NORMAL (Level 3)
2007-04-25,0.6293147095728511,0.0010466417716505916,13.210000038146973,0.3577262719972604,,-0.0037924830767722684,NORMAL (Level 3),NORMAL (Level 3)
2007-04-26,0.6322746644496512,0.006056146869991341,12.789999961853027,0.3576684278965172,,0.0013473862221207167,NORMAL (Level 3),NORMAL (Level 3)
2007-04-27,0.6322746644496512,0.006179045592560328,12.449999809265137,0.35718841087785813,,-0.0013473862221208277,NORMAL (Level 3),NORMAL (Level 3)
2007-04-30,0.6296005017982345,0.003404163767684043,14.220000267028809,0.356448230342666,,-0.003547845890706669,NORMAL (Level 3),NORMAL (Level 3)
2007-05-01,0.6296483242131515,0.008224992317465984,13.510000228881836,0.3563086229482763,,0.0006130646289681518,NORMAL (Level 3),NORMAL (Level 3)
2007-05-02,0.6301683050495024,0.011081755312077446,13.079999923706055,0.35702475480031093,,0.0038069207593267596,NORMAL (Level 3),NORMAL (Level 3)
2007-05-03,0.6309138359644374,0.008670649386554707,13.09000015258789,0.3564886034525111,,0.002446445850057266,NORMAL (Level 3),NORMAL (Level 3)
2007-05-04,0.6300933444743656,0.006843763246627166,12.90999984741211,0.3554183871797808,,0.0025757278010163365,NORMAL (Level 3),NORMAL (Level 3)
2007-05-07,0.6295031024184713,0.007386163544061963,13.149999618530273,0.3559695716211833,,0.0028238596138898675,NORMAL (Level 3),NORMAL (Level 3)
2007-05-08,0.6299811214225168,0.0031827945506583966,13.210000038146973,0.356234556708387,,0.004166715363272733,NORMAL (Level 3),NORMAL (Level 3)
2007-05-09,0.6303573597968399,0.0016568025633734162,12.880000114440918,0.3567857585667958,0.0007511458278495198,0.003425480629000388,NORMAL (Level 3),NORMAL (Level 3)
2007-05-10,0.6310340576006753,-0.001962132786161419,13.600000381469727,0.35623229344054413,-0.0032440184622543056,0.004148919828513176,NORMAL (Level 3),NORMAL (Level 3)
2007-05-11,0.6326878219656737,0.0006534462619693926,12.949999809265137,0.3556983159892219,-0.003011348520056245,0.004648946571369272,NORMAL (Level 3),NORMAL (Level 3)
2007-05-14,0.6335465575104219,0.006267554903334638,13.960000038146973,0.3555775623009134,-0.004101167642324599,0.004774723165907213,NORMAL (Level 3),NORMAL (Level 3)
2007-05-15,0.6331432446473405,0.005550591178903552,14.010000228881836,0.3549981967940836,-0.004269952595167603,-0.0023187995575435494,NORMAL (Level 3),NORMAL (Level 3)
2007-05-16,0.6352063156706368,0.007994706462964185,13.5,0.3547185403609557,-0.0064046626705112075,0.0017069864029897186,NORMAL (Level 3),NORMAL (Level 3)
2007-05-17,0.6367220694601243,0.009206064544151626,13.510000228881836,0.3556974919295505,-0.002945394901283982,0.0003645495073900662,NORMAL (Level 3),NORMAL (Level 3)
2007-05-18,0.6387617690210335,0.013757365670794774,12.760000228881836,0.35439754103526994,-0.0035405262062518927,0.0009741134800862472,NORMAL (Level 3),NORMAL (Level 3)
2007-05-21,0.6385106975386834,0.014309055961132078,13.300000190734863,0.35540379801359157,-0.006045826707224755,0.0035335800731779443,NORMAL (Level 3),NORMAL (Level 3)
2007-05-22,0.6403609499886898,0.01647641209110362,13.0600004196167,0.3554099101632141,-0.005625804483842645,0.007828738711295857,NORMAL (Level 3),NORMAL (Level 3)
2007-05-23,0.6411274457625472,0.017085682904025123,13.239999771118164,0.35502153787816965,-0.0075609043305365775,0.0018256315700915238,NORMAL (Level 3),NORMAL (Level 3)
2007-05-24,0.6404488970305242,0.014919700951872672,14.079999923706055,0.3542610153546609,-0.00952673559110484,0.001093342658148977,NORMAL (Level 3),NORMAL (Level 3)
2007-05-25,0.642060275765298,0.014813709817434573,13.34000015258789,0.3545769169134833,-0.007311250546893633,0.0015815679761443935,NORMAL (Level 3),NORMAL (Level 3)
2007-05-29,0.6408478916905944,0.011524542424891093,13.529999732971191,0.354323222194439,-0.00596161789380778,-0.0006071278701705873,NORMAL (Level 3),NORMAL (Level 3)
2007-05-30,0.6416757648407464,0.01347644512602919,12.829999923706055,0.3543141815250188,-0.005597510963261221,0.00048550692831250686,NORMAL (Level 3),NORMAL (Level 3)
2007-05-31,0.6408804790165136,0.008932787986980495,13.050000190734863,0.35590827831285526,-0.003127168277393344,-0.000121425186883517,NORMAL (Level 3),NORMAL (Level 3)
2007-06-01,0.6435680409087603,0.010751899104801899,12.779999732971191,0.3555738479195353,-0.002566016203930821,-0.0010921485655331908,NORMAL (Level 3),NORMAL (Level 3)
2007-06-04,0.6430884712748772,0.006773577354942217,13.289999961853027,0.35640738159874785,0.002782620299457861,-0.003279536820793516,NORMAL (Level 3),NORMAL (Level 3)
2007-06-05,0.6442327900736495,0.008961623598513713,13.630000114440918,0.35598959530807234,5.625111943641237e-05,-0.005102638578580065,NORMAL (Level 3),NORMAL (Level 3)
2007-06-06,0.6431179701025747,0.004305415740815555,14.869999885559082,0.3564243638369969,0.0005328150372712059,-0.0064296830927416115,NORMAL (Level 3),NORMAL (Level 3)
2007-06-07,0.6465777450570538,0.008501116791255203,17.059999465942383,0.3554209487323578,-0.0038252923544942474,-0.00012153263498881905,NORMAL (Level 3),NORMAL (Level 3)
2007-06-08,0.6436415567005789,0.004985034223429219,14.84000015258789,0.3556195582869324,-0.0017200438166170562,0.004494688386220913,NORMAL (Level 3),NORMAL (Level 3)
2007-06-11,0.6439641871233643,0.0029653156096551836,14.710000038146973,0.3550771304868573,-0.0017463830286547077,0.007921052220538849,NORMAL (Level 3),NORMAL (Level 3)
2007-06-12,0.6452684438771042,0.006897974143049934,16.670000076293945,0.35502051622360503,-0.0015665951296358616,0.012211503327064444,NORMAL (Level 3),NORMAL (Level 3)
